Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
PA-F-1507805-12100-20140312,Senador José Porfírio,PA,Norte,26/03/2014,26/03/2014,12100,"7,00",Inundações,Hidrológico,1507805,,Registro,"Com as cheias do Rio Xingu nas localidades atingidas até o presente momento não houve perda humana, os danos de maior incidência foram: pessoas acometidas de viroses com: febre alta, vômitos, diarreia (problemas respiratórios), alergias dermatológicas, picadas por animais peçonhentos. Vale ressaltar que contabilizamos um número significativo de famílias desalojadas e desabrigadas, assim como danos em pequenas proporções.",0,5,80,120,300,0,0,505,50,"Nas visitas em loco as localidades atingidas verificou-se que houve danos tal com: perda de parte da quadra poliesportiva da localidade da Ilha da Fazenda, perda total dos assentos da lancha escolar na localidade da Ilha da Fazenda, perda total do piso e calçamento do prédio da FUNASA na Ilha da Fazenda, perda total de assoalho das casas das localidades do Croari, Vila Nova, Ressaca e Ilha da Fazenda. Na PA 167, houve deslizamento de terras que atingiu as localidades: Alto Brasil, Km 80 e a vicinal Bom Pastor inviabilizando o acesso de transportes, pedestres e animais.",90,0,"24811,41",0,0,"0,00",0,0,"9545,16",0,0,"0,00",2,0,"2480,50",1,3,"59497,02","96334,09","Descrição dos Danos Ambientais: Devido à cheia periódica do Rio Xingu, que superou as estimativas, inundando as localidades suscetíveis, houve a contaminação de água de consumo.",,,,,,"Perda total de poços de água potável, entupimento dos esgotos sanitários, danificação de meios de transportes, grande acumulo de lixos residencial, danos em geradores de energia elétrica, pequenas avarias em estabelecimento de ensino, perda de material didático.","0,00","85741,39","64306,04","96793,45","0,00","33439,14","0,00","86315,85","22414,47","0,00","16888,91","405899,26","Prejuízos na colheita e escoamento dos produtos, perda de animais bovinos e aves, pastagem, construção de abrigo para animais.","5093,04","11695,13","0,00","0,00","7716,72","24504,89","430404,15"
RS-P-4321907-14110-20040618,Três Passos,RS,Sul,18/06/2004,18/06/2004,14110,"4,00",Estiagem e Seca,Climatológico,4321907,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
GO-F-5221403-11420-20210208,Trindade,GO,Centro-oeste,08/02/2021,08/02/2021,11420,"3,00",Erosão,Outros,5221403,"522140305000051, 522140305000096, 522140305000026, 522140305000100, 522140305000021, 522140305000086, 522140305000028, 522140305000019, 522140305000081, 522140305000041, 522140305000046, 522140305000075, 522140305000072, 522140305000067, 522140305000063, 522140305000114, 522140305000044, 522140305000043, 522140305000042",Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
PR-F-4108551-13214-20140607,Godoy Moreira,PR,Sul,26/06/2014,26/06/2014,13214,"13,00",Chuvas Intensas,Hidrológico,4108551,,Reconhecido,"Não ocorrerão danos humanos, e  sim danos materiais.

Desabrigados foram 80 pessoas sem risco de vida, pois se retiraram de suas residências momentos antes e durante o período de alagamentos.

Desalojados 20 famílias tiveram suas residências alagadas, e sendo que uma foi para o Barracão Comunitário e as demais forão para casas de parentes e vizinhos.",0,0,0,80,20,0,0,100,140,"Instalações públicas de uso comunitário (03 poços artesianos afetados, Comunidades Ferradura, Agua da Anta e Julio Prestes).

Unidades habitacionais (20 residências afetadas, Comunidade Ferradura, Bananeira, Balsa, Agua da Anta, Estreito, Julio Prestes, Borboleta, Porto Gaúcho e 10 na área Urbana).

Obras de infraestrutura pública (10 ponte foram afetadas sendo Bananeira, agua da Anta, Agua Feia, Estrada Velha do Catarinão, Agua do Milton, Estreito e Tentilhão).

120 Bueiros na área Rural e Urbana.

130 Quilômetros de estradas Rurais

Estragos nas ruas urbanas; Rua Jacarezinho, Rua Mandaguari, Rua José Picheli.",30,0,"643060,41",0,0,"0,00",0,0,"0,00",0,0,"0,00",3,0,"85741,39",160,0,"109277,40","838079,19",não houve.,,,,,,"Abastecimento de água potável (gastos gerados com aquisição e transporte e distribuição).

Transportes locais, regionais e de longo curso.

Serão necessário 85 Bueiros nas comunidades rurais (estrada agua do Milton 09, Estrada do Estreito 04, Estrada Agua da Anta 04, Comunidade Vila Rural 03, Estrada Tentilhão 06, Estrada Madalena 08, Agua da Pintada 14, Agua da Piranha 11, Agua da Borboleta 08, Porto gaúcho 05, Estrada da Balsa 05, Agua feia 03, Estrada Ferradura 05, no valor de 6.180,00 valor informado pela empresa que vende e do Secretário de Obras). Nas estradas Rurais são 83,5 Quilômetros Para Concertos sendo um valor aproximado de 33.600,00 valor levantado junto a empresa de combustível e do Secretário do Departamento Rodoviário.

As pontes que precisam ser reconstruidas são 5 serão reconstruida com pranchas 35 por pontes sendo um total de 175 pranchas sendo um valor de 11.200,00 reais valor levantado junto a empresa que fornece.","0,00","21435,35","0,00","0,00","0,00","0,00","0,00","109277,40","0,00","0,00","0,00","130712,75"," Lavouras afetadas: Mandioca, Feijão, Milho, Trigo, Maracujá, Estufas de Tomate, Pastagens, Sericicultura.

Foram estimados cerca de 130 Agricultores.

Segundo Informações do Secretário Municipal de Agricultura um levantamento feito e um calculo estimado decorreu os valores.","1393297,55","321530,20","0,00","0,00","10717,67","1725545,42","1856258,17"
SC-F-4202156-12200-20150102,Belmonte,SC,Sul,02/02/2015,02/02/2015,12200,"2,00",Enxurradas,Hidrológico,4202156,,Registro,"Em função do transbordamento do rio Tabajara, algumas pontes ficaram submersas,  quando o nível do rio baixou ocasionou a destruição da ponte localizada na linha Tabajara, deixando aproximadamente 80 pessoas isoladas, consequentemente prejudicando o transito de veículos e maquinas agrícolas  naquela localidade, comprometendo o escoamento da produção agrícola,",0,0,0,0,0,0,0,0,80,"Foi destruída uma ponte sobre o rio Tabajara que da acesso a comunidade de Linha Tabajara e linha Peperi, conforme fotos em anexo, gerando muito transtorno para as famílias que vivem naquela localidade, pois elas tem que percorrer em torno de 8 Km a mais com veículos ou maquinas agrícolas para escoar a produção.  Se chegou ao valor dos 70000 com referencia ao custo com a construção da cabeceira e o valor do kit de transposição de obstáculos.",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",1,1,"135542,85","135542,85",,,,,,,Em função das enxurradas ocorreu diversos problemas nas estradas do interior como buracos veltas entupidas devido ao deslocamento de terras e em alguns pontos ocorreu pequenos deslizamentos. com isso dificultando e interrompendo  o trafego de ônibus do transporte escolar na linha tabajara. Outro problema que foi constatado foi a dificuldade no escoamento da produção agrícola.,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
RS-F-4320800-13215-20240321,Soledade,RS,Sul,22/03/2024,21/03/2024,13215,"12,00",Vendavais e Ciclones,Meteorológico,4320800,"432080005000024, 432080005000019, 432080005000045, 432080005000011, 432080005000041, 432080005000042, 432080005000012, 432080005000027, 432080005000028, 432080005000022",Registro,"Devido ao vendaval e aos danos causados em residências, interrupção de energia e obstrução de vias, 4.800 pessoas foram afetadas diretamente ou indiretamente pelo evento.",0,0,0,0,0,0,0,0,4800,"Para resposta imediata as famílias atingidas pelo evento foi fornecido lona e visando sanar e restabelecer os danos, será necessário um investimento de R$ 25.000,00 para a recuperação das 22 residências atingidas pelo vendaval.",22,0,"31000,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","31000,00",,,,,,,"Devido ao vendaval houveram danos à rede elétrica em vários pontos do município, sendo que os prejuízos somaram R$ 22.101,95, conforme Carta nº 036/2024/DRF fornecida pela RGE.","0,00","0,00","0,00","0,00","0,00","22101,95","0,00","0,00","0,00","0,00","0,00","22101,95",,"0,00","0,00","0,00","0,00","0,00","0,00","22101,95"
MG-F-3140852-14120-20170619,Matias Cardoso,MG,Sudeste,30/06/2017,19/06/2017,14120,"4,00",Estiagem e Seca,Climatológico,3140852,"314085205000006, 314085205000008, 314085235000002, 314085235000003, 314085205000009, 314085205000001, 314085205000005, 314085205000010, 314085205000012, 314085205000007, 314085205000011",Reconhecido,"OS DANOS HUMANOS SÃO PROVENIENTES DA INGESTÃO DE ÁGUA FORA DOS PADRÕES DE POTABILIDADE, BEM COMO A DIMINUTA QUANTIDADE DE ÁGUA PARA A POPULAÇÃO DE ALGUMAS COMUNIDADES MAIS ISOLADAS, O QUE NÃO É SUFICIENTE PARA SUPRIR AS EXIGÊNCIAS HIGIÊNICAS E HUMANAS DAS PESSOAS. AUMENTANDO ASSIM, A INCIDÊNCIA DE DOENÇAS NESSAS COMUNIDADES DEVIDO A FALTA DE ÁGUA. COM ISSO, O MUNICÍPIO VEM PERDENDO PRODUTIVIDADE NO MEIO RURAL, POIS OS JOVENS QUE SÃO A MÃO DE OBRA DE FAMÍLIAS DO MEIO RURAL ESTÃO MIGRANDO PARA AS CIDADES EM BUSCA DE MELHORES CONDIÇÕES DE VIDA (ÊXODO RURAL). ASSIM, A AGRICULTURA FAMILIAR É PREJUDICADA, SENDO ELA A BASE DO SUSTENDO DA MAIORIA DAS FAMÍLIAS DA ZONA RURAL. A POPULAÇÃO AFETADA PELA ESCASSEZ DE ÁGUA NO MUNICÍPIO CHEGA A 40%.",0,0,0,0,0,0,5510,5510,5510,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00","A NECESSIDADE HÍDRICA PARA AGROPECUÁRIA A JUSANTE DO RIO E TENDO EM VISTA QUE O MUNICÍPIO ESTÁ INSERIDO NO TRECHO FINAL DO RIO VERDE GRANDE, OS NÍVEIS DE  ÁGUA PASSAM A SER AINDA MENORES EM PERÍODOS DE ALTA DEMANDA HÍDRICAS/PERÍODOS DE ALTAS TEMPERATURAS. SÃO VÁRIAS AS BARRAGENS INSTALADAS A JUSANTE DO RIO, O QUE AFETA AINDA MAIS O PERÍODO CRÍTICO DE ESTIAGEM QUE O MUNICÍPIO ESTÁ PASSANDO, POIS AS ÁGUAS SÃO BARRADAS EM BARRAGENS EM TRECHOS CRÍTICOS DO RIO, PREJUDICANDO ASSIM POPULAÇÕES RIBEIRINHAS NO TRECHO FINAL DO RIO.",,,,,,"OS PREJUÍZOS SÃO EM FUNÇÃO DO GASTO COM CONTRATAÇÃO DE CAMINHÃO PIPA, POIS O MUNICÍPIO CONTA COM APENAS UM CARRO PIPA PARA ATENDER TODA EXTENSÃO TERRITORIAL DE QUASE 1.938 KM², TORNANDO-SE ONEROSO PARA OS COFRES PÚBLICOS AS DIVERSAS VIAGENS PARA ATENDIMENTO AS COMUNIDADES, ALÉM DO GASTO COM A MANUTENÇÃO DO VEÍCULO.","0,00","87079,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","87079,72","OS PREJUÍZOS DA AGRICULTURA SÃO PROVENIENTES DE PERDA DA SAFRA, DA ORDEM DE 88,94% DAS LAVOURAS DO MUNICÍPIO, DEVIDO PRINCIPALMENTE A ESTIAGEM APRESENTADA NO PERÍODO. O PREJUÍZO DA PECUÁRIA É DECORRENTE DA VENDA DE BOVINOS A PREÇOS ABAIXO DA MÉDIA, O QUE É JUSTIFICADO PELA MÁ QUALIDADE DO REBANHO E DA CARNE QUE A REGIÃO APRESENTA EM DECORRÊNCIA DA ESTIAGEM. ","3520197,88","69687726,88","0,00","0,00","0,00","73207924,76","73295004,49"
MS-F-5004700-13215-20201026,Ivinhema,MS,Centro-oeste,27/10/2020,27/10/2020,13215,"12,00",Vendavais e Ciclones,Meteorológico,5004700,500470005000020,Registro,"Tempestade Local/Convectiva - Vendaval
Forte chuva de 80 milímetros menos de 40 minutos, atingiu o município de Ivinhema nesta manha de segunda feira (26/10/2020), causando vários alagamentos em varias residências no bairro Vitoria. Quadro casas na Rua Olívio Galter. E uma casa na rua Plinio Magalhães.  Onde retiramos uma família de uma casa que foi alagada pela forte enxurrada, levando os mesmos em um abrigo seguro.
",0,0,0,0,0,0,0,0,0,"
Tempestade Local/Convectiva - Vendaval
Forte chuva de 80 milímetros menos de 40 minutos, atingiu o município de Ivinhema nesta manha de segunda feira (26/10/2020), causando vários alagamentos em varias residências no bairro Vitoria. Quadro casas na Rua Olívio Galter. E uma casa na rua Plinio Magalhães.  Onde retiramos uma família de uma casa que foi alagada pela forte enxurrada, levando os mesmos em um abrigo seguro.segundo a imprensa do estado , o portal G1. o vento adigil a velocidade de  74,52 km/h no município onde atendemos duas casas que teve destelhamento apenas sem vitimas.",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00","Tempestade Local/Convectiva - Vendaval
Forte chuva de 80 milímetros menos de 40 minutos, atingiu o município de Ivinhema nesta manha de segunda feira (26/10/2020), causando vários alagamentos em varias residências no bairro Vitoria. Quadro casas na Rua Olívio Galter. E uma casa na rua Plinio Magalhães.  Onde retiramos uma família de uma casa que foi alagada pela forte enxurrada, levando os mesmos em um abrigo seguro.segundo a imprensa do estado , o portal G1. o vento adigil a velocidade de  74,52 km/h no município onde atendemos duas casas que teve destelhamento apenas sem vitimas.",,,,,,"Tempestade Local/Convectiva - Vendaval
Forte chuva de 80 milímetros menos de 40 minutos, atingiu o município de Ivinhema nesta manha de segunda feira (26/10/2020), causando vários alagamentos em varias residências no bairro Vitoria. Quadro casas na Rua Olívio Galter. E uma casa na rua Plinio Magalhães.  Onde retiramos uma família de uma casa que foi alagada pela forte enxurrada, levando os mesmos em um abrigo seguro.segundo a imprensa do estado , o portal G1. o vento adigil a velocidade de  74,52 km/h no município onde atendemos duas casas que teve destelhamento apenas sem vitimas.","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","Tempestade Local/Convectiva - Vendaval
Forte chuva de 80 milímetros menos de 40 minutos, atingiu o município de Ivinhema nesta manha de segunda feira (26/10/2020), causando vários alagamentos em varias residências no bairro Vitoria. Quadro casas na Rua Olívio Galter. E uma casa na rua Plinio Magalhães.  Onde retiramos uma família de uma casa que foi alagada pela forte enxurrada, levando os mesmos em um abrigo seguro.segundo a imprensa do estado , o portal G1. o vento adigil a velocidade de  74,52 km/h no município onde atendemos duas casas que teve destelhamento apenas sem vitimas.","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
SC-F-4200804-14110-20211222,Anchieta,SC,Sul,28/12/2021,28/12/2021,14110,"4,00",Estiagem e Seca,Climatológico,4200804,"420080405000006, 420080405000010, 420080405000005, 420080405000009, 420080405000004, 420080405000008, 420080405000011, 420080405000002, 420080405000007, 420080405000003, 420080405000001, 420080405000012",Reconhecido,"O total da população afetada pela estiagem, é de 100% da população, ou seja, 5.477 pessoas. Sendo, distribuição de água para consumo humano: 51 famílias no sistema coletivo e 27 famílias com sistemas individuais, totalizando 312 pessoas. e mais 77 propriedades com abastecimento para dessedentação animal. A perca na produção agricultura e pecuárias, 100% da população que vive no meio rural, na produção agrícola, a perca foi de aproximadamente R$ 19.349.110,00, já na pecuária foi de R$ 2.108.179,10. Isso corresponde a cerca de 52% da população do Município. A população urbana foi afetada na sua totalidade pelo racionamento e rotatividade no abastecimento, totalizando 2.628 pessoas no meio urbano. ",0,0,0,0,0,0,5477,5477,5477,"As famílias e os estabelecimentos rurais atingidos pelo desastre estão sendo atendidos a logística de distribuição no meio rural, realizada
pela municipalidade, que montou uma estrutura operacional para restabelecer os serviços básicos, em detrimentos de outros serviços,
composta por 01 caminhão com tanque 6000 lt, e 01 caminhão/caçamba com 02 caixas adaptadas de 5.000 litros cada. 01 Trator com
distribuidor de agua com 5.000 lt cada, 01 retroescavadeiras e 01 escavadeira hidráulica, 01 caminhão prancha e 11 servidores para
fornecer agua presente momento ( novembro), sendo distribuído um volume de 2.320.000,00 L para 548,00 pessoas no interior.",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00","O percentual da população atingida é cerca de 100% da população, considerando um total de 5477 (IBGE/2021) população rural de 45%
em torno de habitantes, afetados diretamente 775 famílias/ 3.100 habitantes (4 pessoas/família). O desastre alterou o ambiente na medida
em que a escassez e/ou ausência de chuvas por um longo período não carregou os mananciais e fontes que abastecem as redes para o
consumo humano e as cisternas para consumo animal.",,,,,,"Os efeitos financeiros do desastre correspondem a um total de R$ 3969,32 reais podendo se elevar ainda mais, caso o período se
estenda por mais alguns meses. até 20 de dezembro de 2021, esses gastos estão classificados em ""Abastecimento de Água potável"" e
""abastecimento para consumo animal"" para restabelecer o fornecimento de água, a saber: a logística de distribuição no meio rural e urbano.
Uma vez que a Casan não tem vazão suficiente para atender a demanda do meio rural. Cabe esclarecer, que os valores desembolsados são
maiores do que os informados uma vez que não foi considerado os gastos de despesas de transporte horas maquinas para abertura de
bebedouros, limpeza de fontes, açudes e pessoal. ","0,00","4308,16","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4308,16","Os prejuízos financeiros originam-se no Comércio, Industria, Turismo e prestadores de serviços, Agricultura e Pecuária entre: Comércio R$
1.500.000,00 de reais; Bovinocultura de leite: Perdas
na produção de R$2.108.179,10, , Perdas em litros: 1.127.368,50L. Valor de R$ 1,85 l. cerca de 25%.
Milho grão: Produção cerca de 7.560 Toneladas.  valor de R$ 1.666,00. Apresentou perdas de 40% correspondendo a R$
5.040.000,00; Milho Silagem: Produção cerca de 75.000 ton. Toneladas no valor de R$ 450,00, Perdas de 40% corresponde R$
13.500.000,00; Soja: Produção cerca de 2.880, perdas em ton 288. valor de R$ 2.725,00. Perdas de 10% corresponde R$ 784.800,00;
Hortaliças: Produção é cerca de 30.000 unidades. Perdas em ton 21.000. Valor da unidade R$ 2,00. Perdas de 70% corresponde a R$
42,000,00; Pecuária: Produção é de cerca em 800.000 kg . valor do kg: R$ 10,00. Perdas de 35% corresponde R$
2.800.000,00; Psicultura: Produção é de 12.000 kg, valor de R$ 8,0. Perdas, cerca de 30% correspondendo a R$
28.800,00; ANEXO: LEVANTAMENTO EPAGRI E PARECER COMPDEC, RELAVANTAMENTO ACISA/CDL
","21000831,43","2288142,14","0,00","1628046,31","0,00","24917019,87","24921328,03"
PB-A-2505238-14110-20051011,Cuité de Mamanguape,PB,Nordeste,11/10/2005,11/10/2005,14110,"4,00",Estiagem e Seca,Climatológico,2505238,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"887032,81","0,00","0,00","0,00","1571233,64","2458266,44","2458266,44"
AL-A-2708501-12200-20100607,São Luís do Quitunde,AL,Nordeste,07/06/2010,07/06/2010,12200,"2,00",Enxurradas,Hidrológico,2708501,,Registro,,0,0,0,150,258,0,0,408,160,,32,30,"1266058,69",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",3,0,"280200,74","1546259,43",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","13401,25","13401,25",,"0,00","0,00","0,00","0,00","0,00","0,00","13401,25"
PI-F-2205565-14110-20130125,Lagoa do Barro do Piauí,PI,Nordeste,14/02/2013,14/02/2013,14110,"4,00",Estiagem e Seca,Climatológico,2205565,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00", ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
MS-F-5003751-13215-20181018,Eldorado,MS,Centro-oeste,30/10/2018,18/10/2018,13215,"12,00",Vendavais e Ciclones,Meteorológico,5003751,500375110000004,Registro,Foram afetadas duas famílias por terem suas casas destelhadas com o vendaval. ,0,0,0,0,0,0,0,0,2,Ficando danificada 02 residências de indígena coberta com telhas de fibrocimento na Aldeia Cerrito.,2,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
SE-F-2802700-13214-20210701,Ilha das Flores,SE,Nordeste,09/07/2021,09/07/2021,13214,"13,00",Chuvas Intensas,Hidrológico,2802700,"280270005000003, 280270005000002",Reconhecido,"O local é frequentado por toda a população para atividades turísticas, como locomoção de pessoas e visitantes no local, e também área de pesca para os ribeirinhos locais, fora também constatado pela CODEVASF atreves de nota técnica em anexo no processo.",0,0,0,0,0,0,0,0,8348,"DE ACORDO COM O RESUMO DE GASTOS ELAORADO PELO ENGENHEIRO HA NECESSIDADE DE RECONSTRUÇÃO DE TRECHO DA PASSARELA E PAREDE DE CONTENÇÃO (GABIÃO) DA ORLA DE ILHA DAS FLORES/SE, COLAPSADOS EM DECORRÊNCIA DE CHUVAS NO MÊS DE JULHO/2021, NA ORDEM DE R$ 974.709,71.",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",1,0,"1057915,03","1057915,03",,,,,,,"Os gastos foram utilizados para isolamento da área afetada (barreira física) com tela tapume e fita zebrada, evitando acesso de pedestres no local do sinistro. Além disso, também foi aplicada uma lona plástica para impermeabilização preventiva em toda a região onde ocorreu o colapso, a fim de reduzir as chances de novos deslizamentos em decorrência da chuva, no material agora exposto do talude. Também foram indicados os gastos referentes à distribuição de energia elétrica interrompida por conta do desastre, afetando a iluminação pública na passarela da orla.","0,00","0,00","0,00","0,00","0,00","25867,72","0,00","0,00","0,00","2507,19","0,00","28374,92","O valor evidenciado em relatório de despesas privadas equivale ao valor de faturamento mensal na família atingida que tem fonte de renda do Bar Potyguar, de acordo com relatório em anexo. Este valor mensal deve permanecer até a conclusão das obras, pelo tempo estimado de 06 (seis) meses.","0,00","0,00","0,00","542,68","0,00","542,68","28917,60"
SC-A-4207106-12200-20020918,Ilhota,SC,Sul,18/09/2002,18/09/2002,12200,"2,00",Enxurradas,Hidrológico,4207106,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,1,"2116731,91","2116731,91",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1178386,84","0,00","0,00","0,00","1178386,84",,"0,00","0,00","0,00","0,00","0,00","0,00","1178386,84"
PB-F-2507408-14110-20160408,Jericó,PB,Nordeste,19/04/2016,08/04/2016,14110,"4,00",Estiagem e Seca,Climatológico,2507408,,Reconhecido,"Pessoas Afetadas	
0 a 14 anos	1.934
15 a 64 anos	5.256
Acima  65 anos	300
Gestantes 	48

",0,0,0,0,0,0,7538,7538,7538,NÃO HOUVE,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",NÃO HOUVE,,,,,,"Com os córregos, nascentes, poços, açudes e barragens secando, a falta d¿água para consumo humano e animal é uma constante. considerando o grande índice de evaporação  e que o município encontra-se incrustado no cristalino,onde onde  as águas são na maioria salinizadas, salobras e imprestáveis para o consumo humano, daí a necessidade de complementação de abastecimentos de água através de carros pipas. ","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","Houve prejuízo nas culturas agrícolas: sendo a do milho em 100% referente a 344 ton, correspondente a R$ 206.400,00(duzentos e seis mil e quatrocentos reais), Feijão 100% referente a 270 ton correspondente a R$ 1.890.000,00 (hum milhão oitocentos e noventa mil reais) Num prejuízo total de R$2.096.400,00 (hum milhão quatrocentos e sessenta e quatro mil reais). ","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
CE-A-2303931-14110-20021111,Choró,CE,Nordeste,11/11/2002,11/11/2002,14110,"4,00",Estiagem e Seca,Climatológico,2303931,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","62847,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","62847,30",,"570077,37","0,00","0,00","0,00","0,00","570077,37","632924,66"
RS-A-4315073-13215-20091130,Porto Vera Cruz,RS,Sul,30/11/2009,30/11/2009,13215,"12,00",Vendavais e Ciclones,Meteorológico,4315073,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",1,0,"0,00",0,0,"0,00",1,0,"0,00",107,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"6868052,97","332116,61","0,00","0,00","0,00","7200169,59","7200169,59"
PI-A-2200954-14110-20070531,Aroeiras do Itaim,PI,Nordeste,31/05/2007,31/05/2007,14110,"4,00",Estiagem e Seca,Climatológico,2200954,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"2375664,91","0,00","0,00","0,00","0,00","2375664,91","2375664,91"
